Age,Department,Gender,MaritalStatus,BusinessTravel,EducationField,DistanceFromHome,JobLevel,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,MonthlyIncome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,PercentSalaryHike,JobRole,Attrition,Attrition_Flag,Age_Group,Salary_Slab,Tenure_Group
34,Research & Development,Female,Divorced,Travel_Frequently,Technical Degree,15,4,3,3,4,3,No,1500,2,3,8,0,2,3,8,3,18,Laboratory Technician,No,0,26-35,< 3K,6-10 years
49,Research & Development,Female,Married,Travel_Rarely,Human Resources,8,3,2,4,3,3,No,5767,1,0,8,0,0,5,1,4,17,Research Director,No,0,46-60,3K-6K,6-10 years
32,Sales,Male,Married,Travel_Rarely,Other,9,2,1,3,4,3,Yes,7250,5,0,6,9,4,8,5,4,13,Sales Representative,No,0,26-35,6K-10K,6-10 years
49,Sales,Male,Married,Travel_Rarely,Technical Degree,4,1,2,3,2,4,Yes,7026,1,22,0,3,2,0,3,3,22,Sales Manager,No,0,46-60,6K-10K,0-1 years
37,Research & Development,Female,Single,Travel_Rarely,Life Sciences,15,2,4,3,4,1,No,2694,1,26,11,4,1,1,3,3,22,Research Director,No,0,36-45,< 3K,10+ years
38,Research & Development,Female,Divorced,Travel_Rarely,Human Resources,1,2,2,2,3,4,No,7956,5,17,6,0,3,7,4,3,12,Laboratory Technician,No,0,36-45,6K-10K,6-10 years
50,Sales,Male,Divorced,Travel_Frequently,Medical,19,2,3,1,2,3,No,5227,5,11,13,4,2,2,4,3,24,Sales Executive,No,0,46-60,3K-6K,10+ years
33,Research & Development,Female,Divorced,Travel_Rarely,Medical,29,3,2,3,4,3,No,7197,3,0,7,2,2,4,5,4,15,Healthcare Representative,No,0,26-35,6K-10K,6-10 years
28,Sales,Female,Single,Travel_Rarely,Life Sciences,9,4,3,4,3,4,No,4852,1,10,6,2,2,2,4,3,21,Sales Representative,No,0,26-35,3K-6K,6-10 years
32,Research & Development,Female,Single,Travel_Rarely,Technical Degree,9,4,2,4,4,3,No,6412,3,16,8,0,2,2,5,3,12,Research Director,No,0,26-35,6K-10K,6-10 years
40,Sales,Female,Single,Travel_Rarely,Medical,2,2,3,1,1,4,No,9571,6,18,0,1,4,2,2,3,13,Sales Executive,No,0,36-45,6K-10K,0-1 years
22,Human Resources,Female,Single,Travel_Rarely,Technical Degree,6,5,3,2,3,4,No,4648,3,17,15,12,3,0,5,3,20,HR Manager,No,0,18-25,3K-6K,10+ years
42,Research & Development,Female,Married,Travel_Frequently,Life Sciences,16,4,4,1,3,2,No,6079,3,21,4,3,6,6,7,4,17,Healthcare Representative,No,0,36-45,6K-10K,2-5 years
31,Research & Development,Female,Married,Travel_Rarely,Life Sciences,18,1,4,2,1,3,No,10340,2,27,4,7,1,8,2,3,11,Healthcare Representative,No,0,26-35,10K+,2-5 years
46,Research & Development,Male,Single,Travel_Frequently,Medical,10,2,3,3,3,4,No,4833,2,8,14,3,3,3,2,3,25,Healthcare Representative,No,0,46-60,3K-6K,10+ years
18,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,16,1,1,2,3,2,Yes,2800,2,33,7,3,10,8,1,3,24,Research Scientist,No,0,18-25,< 3K,6-10 years
29,Research & Development,Female,Single,Travel_Frequently,Medical,4,1,4,4,2,3,Yes,7542,1,0,5,1,2,2,5,3,13,Research Director,No,0,26-35,6K-10K,2-5 years
21,Human Resources,Male,Single,Travel_Rarely,Life Sciences,12,1,4,3,3,2,Yes,11448,1,5,8,9,2,2,4,3,20,Human Resources,No,0,18-25,10K+,6-10 years
29,Research & Development,Female,Divorced,Travel_Frequently,Medical,22,2,4,3,2,2,No,10564,3,13,10,5,0,6,4,3,13,Manufacturing Director,No,0,26-35,10K+,6-10 years
38,Research & Development,Male,Married,Travel_Frequently,Life Sciences,13,1,3,4,3,3,No,7705,2,15,5,1,0,6,3,3,21,Laboratory Technician,No,0,36-45,6K-10K,2-5 years
34,Sales,Male,Married,Travel_Rarely,Life Sciences,25,1,1,3,4,3,Yes,1500,1,10,12,2,2,4,3,3,21,Sales Executive,No,0,26-35,< 3K,10+ years
34,Research & Development,Male,Married,Travel_Rarely,Medical,25,1,4,4,3,3,Yes,3665,5,7,0,8,4,7,4,3,22,Laboratory Technician,No,0,26-35,3K-6K,0-1 years
35,Research & Development,Male,Single,Travel_Frequently,Life Sciences,12,2,2,4,3,3,No,3770,3,29,8,0,4,0,3,4,19,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
38,Human Resources,Male,Single,Travel_Rarely,Life Sciences,1,4,2,3,3,2,No,5330,3,7,11,5,3,3,1,3,11,HR Manager,No,0,36-45,3K-6K,10+ years
27,Research & Development,Male,Married,Travel_Frequently,Life Sciences,18,5,2,2,2,3,Yes,13160,2,3,10,6,5,8,4,3,14,Laboratory Technician,No,0,26-35,10K+,6-10 years
42,Research & Development,Female,Married,Non-Travel,Life Sciences,3,2,3,2,4,2,Yes,2870,3,25,0,1,0,8,2,3,25,Research Director,No,0,36-45,< 3K,0-1 years
42,Research & Development,Male,Married,Travel_Frequently,Medical,1,1,2,4,2,2,No,17848,4,18,5,5,4,7,0,4,20,Healthcare Representative,No,0,36-45,10K+,2-5 years
39,Sales,Male,Single,Travel_Rarely,Life Sciences,1,3,3,1,3,3,No,4214,5,20,0,6,3,8,3,3,16,Sales Representative,No,0,36-45,3K-6K,0-1 years
41,Research & Development,Male,Married,Travel_Rarely,Life Sciences,19,1,3,4,2,3,No,3411,2,13,14,0,3,3,1,3,25,Research Director,No,0,36-45,3K-6K,10+ years
39,Research & Development,Male,Married,Non-Travel,Medical,12,5,3,2,3,2,Yes,8277,3,0,4,7,1,0,3,3,17,Research Director,No,0,36-45,6K-10K,2-5 years
54,Research & Development,Male,Single,Travel_Rarely,Medical,10,3,1,4,3,1,Yes,8645,2,12,13,5,0,3,4,3,23,Manufacturing Director,Yes,1,46-60,6K-10K,10+ years
35,Research & Development,Female,Single,Travel_Rarely,Medical,13,2,4,2,2,3,No,7434,1,0,0,3,0,7,2,3,23,Laboratory Technician,No,0,26-35,6K-10K,0-1 years
33,Sales,Female,Married,Travel_Rarely,Life Sciences,1,1,3,4,2,1,No,3406,2,13,8,4,3,7,4,3,11,Sales Representative,No,0,26-35,3K-6K,6-10 years
29,Research & Development,Male,Married,Travel_Frequently,Other,7,1,3,1,2,4,No,6854,4,16,6,7,4,2,2,3,24,Laboratory Technician,No,0,26-35,6K-10K,6-10 years
27,Human Resources,Male,Married,Travel_Rarely,Medical,5,2,3,2,2,3,No,2945,4,20,23,13,2,0,4,3,24,Human Resources,No,0,26-35,< 3K,10+ years
25,Research & Development,Male,Married,Travel_Rarely,Life Sciences,9,2,2,4,3,1,No,3354,2,10,13,6,2,1,8,4,25,Laboratory Technician,No,0,18-25,3K-6K,10+ years
28,Research & Development,Male,Married,Travel_Rarely,Human Resources,10,3,3,2,3,4,Yes,4936,2,17,13,7,0,2,4,3,20,Manufacturing Director,No,0,26-35,3K-6K,10+ years
35,Sales,Female,Single,Travel_Frequently,Medical,13,2,1,2,3,3,No,3312,2,4,18,5,4,0,3,3,21,Sales Manager,No,0,26-35,3K-6K,10+ years
39,Research & Development,Male,Married,Travel_Rarely,Medical,14,2,4,4,1,4,No,9278,2,19,8,12,3,2,5,4,15,Healthcare Representative,No,0,36-45,6K-10K,6-10 years
36,Research & Development,Female,Single,Travel_Frequently,Technical Degree,1,1,1,4,3,3,Yes,3784,3,16,5,0,1,4,2,3,13,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
29,Sales,Male,Married,Travel_Frequently,Life Sciences,7,2,4,1,3,3,No,4606,1,5,5,0,5,4,4,3,12,Sales Manager,No,0,26-35,3K-6K,2-5 years
44,Research & Development,Male,Single,Non-Travel,Technical Degree,8,1,3,3,3,3,Yes,3204,3,15,8,5,4,3,3,3,13,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
43,Research & Development,Male,Single,Travel_Frequently,Medical,3,2,1,2,2,3,No,9201,2,20,0,7,0,1,3,3,25,Research Director,No,0,36-45,6K-10K,0-1 years
35,Human Resources,Male,Married,Travel_Rarely,Life Sciences,2,2,3,2,3,3,Yes,3605,1,12,6,0,3,2,4,3,15,HR Manager,No,0,26-35,3K-6K,6-10 years
30,Research & Development,Female,Married,Travel_Rarely,Life Sciences,2,3,2,3,1,2,No,9745,1,4,7,4,0,2,3,3,11,Research Director,No,0,26-35,6K-10K,6-10 years
41,Research & Development,Male,Married,Travel_Rarely,Life Sciences,16,2,4,1,3,3,Yes,9359,1,12,5,3,3,7,2,3,21,Healthcare Representative,No,0,36-45,6K-10K,2-5 years
38,Research & Development,Female,Married,Non-Travel,Other,2,1,4,3,3,2,No,4069,3,15,0,7,0,4,2,3,13,Manufacturing Director,No,0,36-45,3K-6K,0-1 years
23,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,2,3,3,2,4,4,No,5286,2,4,5,6,3,17,2,3,18,Healthcare Representative,No,0,18-25,3K-6K,2-5 years
35,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,9,3,3,4,1,3,No,4007,0,3,0,0,5,3,1,3,21,Research Director,No,0,26-35,3K-6K,0-1 years
38,Sales,Male,Divorced,Travel_Frequently,Medical,12,3,4,3,2,4,No,7020,2,15,17,0,2,6,5,3,19,Sales Executive,No,0,36-45,6K-10K,10+ years
28,Research & Development,Male,Married,Travel_Rarely,Marketing,8,2,3,2,4,2,Yes,4673,2,18,4,1,0,3,4,3,22,Healthcare Representative,No,0,26-35,3K-6K,2-5 years
38,Sales,Male,Married,Travel_Frequently,Life Sciences,3,4,3,4,3,3,No,4133,3,28,0,7,8,3,2,4,11,Sales Manager,No,0,36-45,3K-6K,0-1 years
23,Research & Development,Female,Married,Travel_Rarely,Technical Degree,2,1,2,4,3,3,Yes,5334,0,16,5,5,6,10,3,3,14,Manufacturing Director,No,0,18-25,3K-6K,2-5 years
48,Research & Development,Male,Married,Travel_Rarely,Medical,9,2,2,2,3,3,No,2178,3,1,11,2,1,8,1,3,17,Manufacturing Director,No,0,46-60,< 3K,10+ years
47,Research & Development,Female,Married,Travel_Rarely,Technical Degree,8,3,4,4,1,4,Yes,4988,1,27,7,5,2,0,3,3,22,Research Scientist,No,0,46-60,3K-6K,6-10 years
34,Sales,Female,Married,Travel_Rarely,Life Sciences,6,1,3,2,3,3,No,7433,2,19,1,0,0,0,3,3,19,Sales Manager,No,0,26-35,6K-10K,0-1 years
39,Research & Development,Male,Single,Travel_Rarely,Life Sciences,15,3,4,2,4,3,No,5610,4,0,2,12,4,3,2,3,22,Research Director,No,0,36-45,3K-6K,2-5 years
18,Research & Development,Female,Single,Non-Travel,Medical,7,1,3,2,3,3,No,8776,0,3,4,6,0,2,1,4,22,Healthcare Representative,No,0,18-25,6K-10K,2-5 years
26,Sales,Male,Divorced,Travel_Rarely,Life Sciences,2,1,3,1,3,2,No,4226,2,7,3,7,4,0,2,3,23,Sales Manager,No,0,26-35,3K-6K,2-5 years
33,Research & Development,Female,Single,Travel_Rarely,Medical,6,1,3,3,4,3,Yes,4039,2,18,0,10,6,4,5,3,20,Research Scientist,No,0,26-35,3K-6K,0-1 years
26,Research & Development,Male,Married,Travel_Frequently,Life Sciences,12,3,4,3,3,3,No,2813,3,0,6,8,2,0,2,3,22,Manufacturing Director,No,0,26-35,< 3K,6-10 years
42,Sales,Female,Married,Travel_Frequently,Marketing,7,3,3,4,1,2,Yes,4160,3,10,0,4,0,5,3,3,21,Sales Manager,No,0,36-45,3K-6K,0-1 years
54,Research & Development,Female,Single,Travel_Rarely,Human Resources,12,1,4,2,3,3,No,15331,3,17,12,3,6,7,5,3,11,Laboratory Technician,No,0,46-60,10K+,10+ years
25,Research & Development,Female,Divorced,Non-Travel,Technical Degree,14,1,2,1,1,3,No,6051,3,0,12,9,3,7,1,3,15,Research Director,No,0,18-25,6K-10K,10+ years
28,Research & Development,Male,Single,Travel_Rarely,Other,7,1,3,2,2,2,No,3768,1,17,0,4,3,3,2,3,24,Research Scientist,Yes,1,26-35,3K-6K,0-1 years
38,Research & Development,Female,Divorced,Travel_Rarely,Human Resources,8,1,4,1,3,3,No,2990,1,18,2,1,0,10,1,3,12,Research Director,No,0,36-45,< 3K,2-5 years
51,Research & Development,Male,Married,Travel_Rarely,Medical,6,3,4,4,2,3,No,2159,1,4,3,12,3,5,5,3,19,Research Scientist,No,0,46-60,< 3K,2-5 years
25,Sales,Female,Single,Travel_Frequently,Life Sciences,13,1,2,4,1,3,Yes,3293,1,2,6,0,2,7,4,3,22,Sales Executive,No,0,18-25,3K-6K,6-10 years
38,Research & Development,Male,Single,Travel_Rarely,Human Resources,6,1,4,4,3,3,Yes,7895,0,4,8,0,0,1,5,3,17,Research Director,No,0,36-45,6K-10K,6-10 years
52,Sales,Male,Single,Travel_Rarely,Human Resources,12,1,2,4,2,3,No,4112,1,0,9,8,7,10,8,3,13,Sales Manager,No,0,46-60,3K-6K,6-10 years
21,Sales,Male,Married,Travel_Frequently,Other,10,2,1,2,3,3,No,3070,3,8,9,1,8,4,4,3,11,Sales Representative,No,0,18-25,3K-6K,6-10 years
24,Research & Development,Male,Single,Travel_Rarely,Marketing,1,2,4,1,2,1,No,3261,0,13,15,6,6,10,1,3,20,Laboratory Technician,No,0,18-25,3K-6K,10+ years
32,Sales,Male,Divorced,Travel_Rarely,Life Sciences,12,2,4,3,3,1,No,7433,3,1,6,11,5,9,3,3,19,Sales Representative,No,0,26-35,6K-10K,6-10 years
31,Sales,Female,Single,Travel_Frequently,Other,9,2,1,4,4,2,Yes,4973,1,19,0,0,8,5,1,3,21,Sales Executive,No,0,26-35,3K-6K,0-1 years
43,Human Resources,Male,Divorced,Travel_Rarely,Other,20,5,4,2,1,2,No,3683,1,12,0,4,0,6,3,3,13,Human Resources,No,0,36-45,3K-6K,0-1 years
38,Research & Development,Female,Single,Travel_Rarely,Medical,3,2,3,1,3,2,No,4389,1,13,16,10,0,3,3,3,18,Research Scientist,No,0,36-45,3K-6K,10+ years
20,Research & Development,Male,Divorced,Travel_Rarely,Technical Degree,10,3,4,3,2,3,No,17495,1,8,9,7,1,1,2,3,19,Healthcare Representative,No,0,18-25,10K+,6-10 years
41,Research & Development,Female,Single,Non-Travel,Medical,6,2,4,2,2,3,No,10170,2,17,7,3,3,6,5,3,23,Research Scientist,No,0,36-45,10K+,6-10 years
31,Research & Development,Female,Married,Travel_Rarely,Other,1,1,4,3,3,1,No,11663,6,21,9,14,2,6,4,3,13,Healthcare Representative,No,0,26-35,10K+,6-10 years
47,Research & Development,Male,Married,Travel_Rarely,Life Sciences,1,3,4,1,2,3,No,1984,2,8,7,4,0,0,5,3,21,Laboratory Technician,No,0,46-60,< 3K,6-10 years
30,Research & Development,Female,Single,Travel_Rarely,Technical Degree,22,2,4,3,1,2,No,4785,2,17,9,6,3,4,0,3,21,Research Director,No,0,26-35,3K-6K,6-10 years
30,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,10,2,3,2,3,3,No,3647,1,17,4,11,2,7,2,3,19,Healthcare Representative,No,0,26-35,3K-6K,2-5 years
41,Sales,Female,Single,Non-Travel,Life Sciences,7,1,2,4,3,4,No,7013,3,14,12,8,5,10,2,3,12,Sales Representative,No,0,36-45,6K-10K,10+ years
43,Research & Development,Male,Married,Travel_Rarely,Life Sciences,2,2,2,4,4,3,No,9314,2,24,3,9,3,7,7,3,12,Manufacturing Director,No,0,36-45,6K-10K,2-5 years
40,Research & Development,Male,Married,Travel_Rarely,Medical,21,4,4,1,4,1,No,6223,2,5,1,0,0,0,3,3,20,Laboratory Technician,No,0,36-45,6K-10K,0-1 years
21,Research & Development,Female,Married,Travel_Rarely,Life Sciences,4,1,1,4,3,3,No,3218,0,8,0,9,4,0,2,3,20,Research Scientist,No,0,18-25,3K-6K,0-1 years
41,Research & Development,Male,Single,Travel_Rarely,Other,10,1,4,4,2,3,Yes,3615,2,5,5,5,7,3,4,3,20,Research Scientist,No,0,36-45,3K-6K,2-5 years
27,Research & Development,Female,Single,Travel_Rarely,Medical,9,1,2,3,1,2,No,7315,3,17,14,1,3,10,1,3,22,Manufacturing Director,No,0,26-35,6K-10K,10+ years
38,Research & Development,Male,Single,Non-Travel,Human Resources,28,2,4,4,3,4,No,7727,2,9,3,5,5,2,4,3,16,Research Director,No,0,36-45,6K-10K,2-5 years
23,Research & Development,Female,Single,Travel_Rarely,Life Sciences,8,3,3,4,4,3,No,5619,1,5,0,5,1,8,3,3,15,Healthcare Representative,No,0,18-25,3K-6K,0-1 years
40,Research & Development,Male,Single,Travel_Rarely,Life Sciences,5,2,4,2,2,1,No,5585,1,24,8,11,4,2,3,3,24,Research Director,No,0,36-45,3K-6K,6-10 years
29,Research & Development,Male,Divorced,Travel_Rarely,Marketing,10,4,4,2,2,3,No,5345,5,25,2,6,0,6,1,3,21,Healthcare Representative,No,0,26-35,3K-6K,2-5 years
24,Research & Development,Female,Married,Travel_Rarely,Medical,11,2,3,2,3,3,No,6029,1,8,15,1,2,0,2,3,18,Laboratory Technician,No,0,18-25,6K-10K,10+ years
42,Research & Development,Female,Married,Travel_Rarely,Medical,29,2,3,3,4,3,No,7709,1,0,12,0,2,3,6,4,19,Research Director,No,0,36-45,6K-10K,10+ years
38,Research & Development,Female,Married,Travel_Rarely,Technical Degree,8,1,2,4,3,4,No,7354,2,26,0,4,4,0,4,3,22,Laboratory Technician,No,0,36-45,6K-10K,0-1 years
30,Research & Development,Female,Single,Travel_Rarely,Technical Degree,3,1,4,3,3,4,No,5268,2,15,5,0,0,10,4,3,15,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
49,Research & Development,Male,Married,Travel_Frequently,Medical,6,3,4,2,3,2,No,5062,5,14,1,1,0,1,3,3,17,Healthcare Representative,No,0,46-60,3K-6K,0-1 years
32,Research & Development,Male,Single,Travel_Frequently,Other,10,1,2,4,3,1,No,4956,2,12,0,3,4,0,3,3,11,Research Scientist,No,0,26-35,3K-6K,0-1 years
36,Sales,Male,Married,Travel_Rarely,Marketing,11,1,1,3,3,3,No,3385,1,5,6,2,4,0,0,3,22,Sales Manager,No,0,36-45,3K-6K,6-10 years
38,Human Resources,Male,Married,Non-Travel,Medical,2,4,3,2,3,3,No,3362,0,8,11,7,3,4,4,3,18,Human Resources,No,0,36-45,3K-6K,10+ years
30,Sales,Male,Married,Travel_Rarely,Life Sciences,5,2,1,4,3,3,Yes,7013,3,16,6,1,5,2,1,3,24,Sales Manager,No,0,26-35,6K-10K,6-10 years
40,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,27,1,4,2,3,2,Yes,3513,3,7,3,0,2,7,7,3,15,Healthcare Representative,No,0,36-45,3K-6K,2-5 years
31,Research & Development,Male,Single,Travel_Frequently,Life Sciences,4,3,2,3,2,4,No,8136,2,14,0,0,3,3,7,4,17,Research Scientist,No,0,26-35,6K-10K,0-1 years
32,Research & Development,Male,Married,Travel_Rarely,Marketing,15,2,4,3,2,3,No,5055,2,11,2,4,1,9,4,3,11,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
48,Sales,Male,Single,Travel_Rarely,Medical,6,3,4,4,1,4,No,8162,1,3,9,2,2,2,1,4,25,Sales Manager,No,0,46-60,6K-10K,6-10 years
27,Sales,Male,Married,Travel_Frequently,Life Sciences,8,2,4,2,2,4,Yes,7382,5,24,0,0,4,8,7,4,16,Sales Manager,Yes,1,26-35,6K-10K,0-1 years
18,Sales,Male,Married,Travel_Rarely,Medical,2,1,3,2,2,2,Yes,8267,1,16,14,12,9,0,0,3,13,Sales Representative,No,0,18-25,6K-10K,10+ years
50,Sales,Female,Single,Travel_Frequently,Life Sciences,7,1,2,3,3,2,No,4001,1,14,2,7,5,0,2,3,20,Sales Representative,No,0,46-60,3K-6K,2-5 years
59,Research & Development,Male,Married,Travel_Rarely,Life Sciences,10,1,4,4,3,2,No,6511,3,15,7,4,4,1,1,3,23,Healthcare Representative,No,0,46-60,6K-10K,6-10 years
32,Sales,Female,Married,Travel_Frequently,Other,8,3,4,1,3,4,No,7803,4,0,4,5,5,0,1,3,12,Sales Manager,No,0,26-35,6K-10K,2-5 years
19,Sales,Female,Single,Travel_Rarely,Medical,7,2,4,2,3,3,No,2215,1,7,0,3,0,0,3,3,18,Sales Executive,No,0,18-25,< 3K,0-1 years
33,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,13,3,2,4,4,4,No,13258,1,0,9,0,3,6,5,3,18,Laboratory Technician,No,0,26-35,10K+,6-10 years
33,Sales,Female,Married,Travel_Rarely,Medical,2,2,1,4,4,3,No,18082,4,12,2,8,5,3,3,3,13,Sales Executive,No,0,26-35,10K+,2-5 years
34,Research & Development,Male,Divorced,Travel_Frequently,Life Sciences,10,1,4,2,2,3,Yes,8755,2,14,1,7,3,5,1,3,15,Manufacturing Director,No,0,26-35,6K-10K,0-1 years
26,Human Resources,Male,Married,Travel_Rarely,Marketing,1,1,4,2,2,4,No,8100,3,12,0,0,2,6,2,3,20,Human Resources,No,0,26-35,6K-10K,0-1 years
41,Sales,Male,Divorced,Travel_Frequently,Other,18,1,2,3,2,3,No,7188,2,20,14,5,0,0,3,3,25,Sales Manager,No,0,36-45,6K-10K,10+ years
41,Research & Development,Female,Single,Travel_Rarely,Medical,7,2,4,3,4,3,No,4353,0,0,6,5,1,6,7,3,12,Laboratory Technician,No,0,36-45,3K-6K,6-10 years
23,Sales,Female,Married,Travel_Rarely,Medical,15,2,1,3,2,3,No,4894,5,5,13,3,0,0,4,3,20,Sales Manager,No,0,18-25,3K-6K,10+ years
42,Research & Development,Male,Married,Travel_Rarely,Life Sciences,1,4,3,4,2,2,No,8838,3,14,10,12,5,2,2,3,24,Research Director,No,0,36-45,6K-10K,6-10 years
54,Sales,Male,Married,Travel_Rarely,Medical,13,1,2,1,3,1,Yes,3045,2,13,13,12,7,0,3,3,22,Sales Executive,No,0,46-60,3K-6K,10+ years
38,Sales,Female,Married,Non-Travel,Life Sciences,4,2,2,4,3,2,Yes,2902,4,0,3,2,8,7,0,3,23,Sales Manager,No,0,36-45,< 3K,2-5 years
33,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,8,1,2,1,3,3,No,4179,2,21,0,3,0,0,1,3,24,Research Scientist,No,0,26-35,3K-6K,0-1 years
35,Sales,Male,Married,Travel_Rarely,Technical Degree,13,3,2,4,3,3,No,7460,2,23,11,3,0,0,7,3,20,Sales Manager,No,0,26-35,6K-10K,10+ years
42,Research & Development,Female,Married,Travel_Rarely,Medical,8,1,3,1,3,3,No,3230,1,14,7,2,0,0,6,3,11,Healthcare Representative,No,0,36-45,3K-6K,6-10 years
20,Research & Development,Female,Married,Travel_Rarely,Medical,12,2,2,1,4,2,Yes,4594,3,0,3,0,0,3,3,3,14,Healthcare Representative,Yes,1,18-25,3K-6K,2-5 years
37,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,6,1,3,1,1,3,No,4904,1,12,10,6,0,3,3,3,17,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
32,Research & Development,Male,Divorced,Travel_Frequently,Technical Degree,19,1,3,2,4,4,Yes,2981,1,14,8,12,1,7,3,3,25,Research Scientist,No,0,26-35,< 3K,6-10 years
53,Research & Development,Male,Married,Travel_Rarely,Life Sciences,7,2,4,2,3,3,No,1500,4,9,10,10,5,4,2,3,14,Laboratory Technician,No,0,46-60,< 3K,6-10 years
34,Research & Development,Female,Single,Travel_Rarely,Medical,7,1,3,3,2,4,Yes,2957,2,22,0,7,0,8,4,3,23,Healthcare Representative,No,0,26-35,< 3K,0-1 years
51,Research & Development,Male,Single,Travel_Rarely,Technical Degree,8,2,2,4,4,1,No,6002,1,10,12,0,6,6,2,3,20,Laboratory Technician,No,0,46-60,6K-10K,10+ years
26,Research & Development,Male,Married,Travel_Rarely,Medical,8,1,1,3,4,1,No,6794,0,28,6,0,7,0,3,3,21,Healthcare Representative,No,0,26-35,6K-10K,6-10 years
41,Sales,Male,Divorced,Travel_Rarely,Other,2,4,4,3,4,3,Yes,6825,1,17,13,8,3,1,3,3,12,Sales Manager,No,0,36-45,6K-10K,10+ years
39,Research & Development,Male,Married,Travel_Rarely,Life Sciences,4,1,4,2,4,2,No,7271,6,13,12,10,6,10,5,3,16,Research Director,No,0,36-45,6K-10K,10+ years
28,Sales,Female,Single,Travel_Rarely,Marketing,16,2,4,4,3,3,No,3685,3,18,10,6,0,9,2,4,17,Sales Executive,No,0,26-35,3K-6K,6-10 years
38,Research & Development,Male,Single,Travel_Frequently,Other,15,3,4,1,2,4,No,3275,2,23,5,3,1,7,5,3,18,Manufacturing Director,No,0,36-45,3K-6K,2-5 years
47,Research & Development,Female,Married,Non-Travel,Medical,14,2,3,2,2,2,Yes,6391,2,18,10,9,3,8,2,3,24,Research Scientist,No,0,46-60,6K-10K,6-10 years
33,Research & Development,Male,Divorced,Non-Travel,Medical,11,1,4,1,4,4,No,4628,2,10,13,7,3,6,6,3,16,Laboratory Technician,No,0,26-35,3K-6K,10+ years
21,Research & Development,Male,Single,Travel_Frequently,Life Sciences,5,2,3,2,3,1,No,8564,3,6,10,9,7,5,2,3,24,Research Director,No,0,18-25,6K-10K,6-10 years
36,Research & Development,Male,Married,Travel_Rarely,Marketing,5,1,4,3,4,3,No,6414,4,2,7,0,0,4,3,3,23,Healthcare Representative,No,0,36-45,6K-10K,6-10 years
28,Research & Development,Female,Married,Travel_Frequently,Human Resources,8,2,4,1,4,3,No,10536,1,0,10,5,1,11,4,3,20,Healthcare Representative,No,0,26-35,10K+,6-10 years
33,Research & Development,Male,Divorced,Travel_Rarely,Medical,18,2,4,1,3,3,No,4025,3,12,3,11,2,2,2,3,15,Healthcare Representative,No,0,26-35,3K-6K,2-5 years
35,Research & Development,Male,Single,Travel_Rarely,Other,10,3,3,4,2,2,No,9354,3,8,15,6,1,5,7,3,12,Research Scientist,No,0,26-35,6K-10K,10+ years
21,Research & Development,Female,Divorced,Travel_Rarely,Medical,3,3,2,1,2,4,No,15922,2,8,0,8,0,0,1,3,14,Manufacturing Director,Yes,1,18-25,10K+,0-1 years
21,Research & Development,Male,Married,Travel_Rarely,Medical,2,1,2,3,3,4,No,5356,3,19,6,4,1,0,2,3,20,Laboratory Technician,No,0,18-25,3K-6K,6-10 years
40,Sales,Male,Married,Non-Travel,Life Sciences,15,1,2,2,3,3,Yes,6843,2,10,4,4,2,11,3,3,14,Sales Executive,No,0,36-45,6K-10K,2-5 years
31,Research & Development,Male,Single,Travel_Frequently,Medical,22,2,4,4,2,3,No,3117,3,26,2,10,7,6,1,3,24,Research Director,No,0,26-35,3K-6K,2-5 years
18,Human Resources,Female,Married,Travel_Rarely,Technical Degree,1,2,4,3,4,3,No,8503,3,6,8,1,0,3,0,3,17,Human Resources,No,0,18-25,6K-10K,6-10 years
43,Sales,Male,Married,Travel_Rarely,Medical,15,1,2,1,3,3,No,9676,1,3,0,1,5,4,2,3,15,Sales Executive,No,0,36-45,6K-10K,0-1 years
38,Human Resources,Male,Single,Travel_Rarely,Life Sciences,11,2,4,4,2,3,No,3962,3,1,19,2,6,0,1,3,20,HR Manager,No,0,36-45,3K-6K,10+ years
